ResourceID,Administrative Subdivision Name,Administrative Subdivision Type,Copyright Description,Copyright Type,Date of Publication,Description,Description Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Creation From Date,Information Resource Creation To Date,Information Resource Creator,Information Resource Type,Keyword,Language_Type,Place Description,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
679c2844-473b-4558-9289-09ff27a6d37b,,,,,,Shaft entrance.,Primary,,Original File Name,EGY.QV.t35.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV35_image_1.jpg,JPEG,,,,Still Image,,,,,,QV35_image_1,Primary
6930eb85-f162-425c-9453-45fcf46483a1,,,,,,First chamber with doorway to rear chamber.,Primary,,Original File Name,EGY.QV.t39.12.07Feb.SCA-GCI.d.jpg,,/files/uploadedfiles/QV39_image_3.jpg,JPEG,,,,Still Image,,,,,,QV39_image_3,Primary
6963469c-dd77-4780-8924-2f2f2dd67663,,,,,,Rindge-Hastings House on Harvard and landscape feature.,Primary,,SurveyLA ID,080dbb21-e80f-41dc-8d9c-b41cd6a416bb.JPG,,/files/uploadedfiles/080dbb21-e80f-41dc-8d9c-b41cd6a416bb.JPG,JPEG,,2011-06-08,Architectural Resources Group,Still Image,,,,,,Sugar Hill Historic District - PHOTO,Primary
6a2e6824-484f-42db-a925-88b59c797208,,,,,,,,,Original File Name,QV 74 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV74_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV74_TMP_drawing_2,Primary
6aeb5b2c-838c-44f9-89cb-9df11d3fbf37,,,,,,At risk area around doorway (K) between chambers (L) and (I). Loss of walls has resulted in a large unsupported span of rock throughout the tomb and localized loss of hanging rock.,Primary,,Original File Name,EGY.QV.2006DEC.t60.98.LWong.d.jpg,,/files/uploadedfiles/QV60_image_9.jpg,JPEG,,,,Still Image,,,,,,QV60_image_10,Primary
6b1b91f1-5412-4069-add2-86ea08857dc1,,,,,,Interior of QV4.,Primary,,Original File Name,EGY_QV_t04_B_08Jan_08_DMyers_d.JPG,,/files/uploadedfiles/QV04_image_2.jpg,JPEG,,,,Still Image,,,,,,QV04_image_2,Primary
6b4d4bf7-1f11-4e87-afb1-c6456fd6098f,,,,,,,,,Original File Name,QV 36 sheet1.CEDAE labels.jpg,,/files/uploadedfiles/QV36_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV36_TMP_drawing_1,Primary
6b70bf34-db0e-4c04-8aac-8f6c12aa4492,,,,,,Tomb entrance,Primary,,Original File Name,EGY.QV.t13.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV13_image_1.jpg,JPEG,,,,Still Image,,,,,,QV13_image_1,Primary
6bfcc8af-3156-483e-a61a-db121f62bfdb,,,,,,Shaft entrance and masonry surround,Primary,,Original File Name,EGY.QV.t83.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV83_image_1.jpg,JPEG,,,,Still Image,,,,,,QV83_image_1,Primary
6bfd9b27-0f14-4d61-a2be-c8035cc3982d,,,,,,,,,SurveyLA ID,6ef09c2b-19cf-47d1-ad10-b89102297b72.JPG,,/files/uploadedfiles/6ef09c2b-19cf-47d1-ad10-b89102297b72.JPG,JPEG,,2011-06-08,Architectural Resources Group,Still Image,,,,,,2249 S HOBART BLVD - PHOTO,Primary
6c54e1bb-48a3-4235-b605-46cd9d488508,,,,,,Shaft entrance and masonry surround.,Primary,,Original File Name,Egy.QV.t48.32.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV48_image_1.jpg,JPEG,,,,Still Image,,,,,,QV48_image_1,Primary
6cbe5009-ab1b-4122-8b55-8ec03c4fcfc4,,,,,,,,,Original File Name,QV 52 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV52_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV52_TMP_drawing_2,Primary
6ce49c12-ad49-453f-9e5b-7d42f831f672,,,,,,,,,Original File Name,QV 58.CEDAE labels.jpg,,/files/uploadedfiles/QV58_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV58_TMP_drawing_1,Primary
6d678ce4-ca29-4c8b-949b-3d6b83e51b52,,,,,,Existing wooden post and beam shoring in rear chamber (N_P).,Primary,,Original File Name,EGY.QV.2006DEC.t60.75.LWong.d.jpg,,/files/uploadedfiles/QV60_image_8.jpg,JPEG,,,,Still Image,,,,,,QV60_image_9,Primary
6ea04dd3-2202-4dee-acc0-24010180dec7,,,,,,,,,SurveyLA ID,826c1f06-9329-45ed-ae03-bcceb49b4e97.jpg,,/files/uploadedfiles/826c1f06-9329-45ed-ae03-bcceb49b4e97.jpg,JPEG,,,,Still Image,,,,,,Freeman House - PHOTO,Primary
6ed7aac2-86d0-4ac7-b5f0-30b659ddd298,,,,,,Bat droppings in chamber (C),Primary,,Original File Name,Egy.QV.t59.09.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV59_image_3.jpg,JPEG,,,,Still Image,,,,,,QV59_image_3,Primary
6f985f38-0596-4daa-b70c-13c551779f3f,,,,,,View of shaft from above.,Primary,,Original File Name,EGY.QV.t69.03.07Feb.DMyers.d.JPG,,/files/uploadedfiles/QV69_image_2.jpg,JPEG,,,,Still Image,,,,,,QV69_image_2,Primary
6fe22d04-1d44-4c31-9514-785b9766d1e8,,,,,,Pile of rocks presumably used to seal the entrance in antiquity,Primary,,Original File Name,Egy.QV.t72.04.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV72_image_4.jpg,JPEG,,,,Still Image,,,,,,QV72_image_4,Primary
70755e75-21fb-4fab-bafa-6d5a20d33081,,,,,,,,,Original File Name,QV 78.CEDAE labels.jpg,,/files/uploadedfiles/QV78_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV78_TMP_drawing_1,Primary
71166670-1e41-4f90-a590-e1e7f8102a01,,,,,,Side chamber before study materials were installed in 2008.,Primary,,Original File Name,EGY.QV.t69.09.07Feb.DMyers.d.JPG,,/files/uploadedfiles/QV69_image_3.jpg,JPEG,,,,Still Image,,,,,,QV69_image_3,Primary
716ad3fa-a17b-48e2-929e-5a6295e35aa5,,,,,,,,,Original File Name,QV 36 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV36_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV36_TMP_drawing_2,Primary
72722b67-c9ac-4f21-b8b8-e2c8ce5fb4c4,,,,,,,,,SurveyLA ID,81b09d51-411c-4a35-954b-c10a8fa58ef3.JPG,,/files/uploadedfiles/81b09d51-411c-4a35-954b-c10a8fa58ef3.JPG,JPEG,,2013-03-05,Galvin Preservation Associates,Still Image,,,,,,Hearn Residence - PHOTO,Primary
7295111c-e7ae-40bc-bc6f-a4da1a0c1fc8,,,,,,Rock piles associated with collapse of interior walls,Primary,,Original File Name,EGY_QV_t20_2009Dec_DMyers01.JPG,,/files/uploadedfiles/QV20_image_3.jpg,JPEG,,,,Still Image,,,,,,QV20_image_3,Primary
733d49ca-09e3-423b-998e-d7cd2f02bb5c,,,,,,Shaft entrance with masonry surround,Primary,,Original File Name,Egy.QV.t96.17.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV96_image_1.jpg,JPEG,,,,Still Image,,,,,,QV96_image_1,Primary
733d49ca-09e3-423b-998e-d7cd2f02bb5c,,,,,,View of shaft from above,Primary,,,,,,,,,,,,,,,,,
733d49ca-09e3-423b-998e-d7cd2f02bb5c,,,,,,,,,Original File Name,Egy.QV.t96.03.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV96_image_1.jpg,JPEG,,,,,,,,,,,
733d49ca-09e3-423b-998e-d7cd2f02bb5c,,,,,,,,,,,,,,,,,,,,,,,QV96_image_1,Primary
736a3280-88ca-4be9-a6e6-3c06cd8029b4,,,,,,,,,Original File Name,QV 75 sheet1.CEDAE labels.jpg,,/files/uploadedfiles/QV75_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV75_TMP_drawing_1,Primary
73ce545b-7593-43c9-b9f4-87fe706213e0,,,,,,,,,Original File Name,EGP.QV.General.24.07Mar.Nagnew.d.jpg,,/files/uploadedfiles/QV_image_1.jpg,JPEG,,,,Still Image,,,,,,QV_image_1,Primary
73ed36e5-033c-4da2-a3a5-2c5298705189,,,,,,,,,SurveyLA ID,d59dcc7d-89df-472b-806b-c1cf5ef56875.JPG,,/files/uploadedfiles/d59dcc7d-89df-472b-806b-c1cf5ef56875.JPG,JPEG,,2011-05-13,Architectural Resources Group,Still Image,,,,,,2200 S HARVARD BLVD - PHOTO,Primary
7537b1f7-5a07-4a2a-95d1-f9e2bc53650e,,,,,,Fractured rock in main chamber,Primary,,Original File Name,EGY.QV.t95.82.07Feb.SCA-GCI.d.jpg,,/files/uploadedfiles/QV95_image_3.jpg,JPEG,,,,Still Image,,,,,,QV95_image_3,Primary
75da7c7b-3682-47e8-99fa-5bd47f041718,,,,,,"Main chamber, with entrance to the smaller side chamber at its rear (arrow); Black patina on chamber walls and ceiling is visible.",Primary,,Original File Name,EGY_QV_t23_B_08Jan_06_DMyers_d.JPG,,/files/uploadedfiles/QV23_image_2.jpg,JPEG,,,,Still Image,,,,,,QV23_image_2,Primary
763a92b5-56c5-47fc-a569-2a5f5a112d72,,,,,,Shaft entrance and masonry surround,Primary,,Original File Name,EGY.QV.t59.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV59_image_1.jpg,JPEG,,,,Still Image,,,,,,QV59_image_1,Primary
763dd078-787d-4f97-805a-98d299da9ed7,,,,,,,,,Original File Name,QV 49+50.jpg,,/files/uploadedfiles/QV49_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV49_TMP_drawing_1,Primary
7666b169-a115-4314-bc87-4efd6554e705,,,,,,,,,Original File Name,QV 21+22.CEDAE labels.jpg,,/files/uploadedfiles/QV21_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV21_TMP_drawing_1,Primary
76764a6e-0939-4d1f-97ff-25a2dfb10f9c,,,,,,,,,Processing ID,AACS_8,,/files/uploadedfiles/CaseStudy_8.pdf,,,,,,,,,,,Arts and Architecture Magazine: Case Study House 8,Primary
76d8d74c-1d28-49dc-af94-fc016f17d9ec,,,,,,Wall painting in QV68.,Primary,,Original File Name,EGY.QV.2006DEC.t68.29.LWong.d.jpg,,/files/uploadedfiles/QV68_image_3.jpg,JPEG,,,,Still Image,,,,,,QV68_image_3,Primary
77958701-a766-452a-ac08-929410d4c869,,,,,,,,,Original File Name,QV 13+14.CEDAE labels.jpg,,/files/uploadedfiles/QV13_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV13_TMP_drawing_1,Primary
78d32eaa-0f81-44f7-86be-c0dadcbadc7c,,,,,,Blackened rock with area of friable shaley marl.,Primary,,Original File Name,EGY_QV_t25_B_08Jan_05_Dmyers_d.JPG,,/files/uploadedfiles/QV25_image_2.jpg,JPEG,,,,Still Image,,,,,,QV25_image_2,Primary
79393606-1f50-4a91-9c7e-ed408f4493ca,,,,,,Ramp and entryway to QV 54.,Primary,,Original File Name,EGY.QV.t54.04_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV54_image_1.jpg,JPEG,,,,Still Image,,,,,,QV54_image_1,Primary
79c856d1-8a4e-4ae4-9873-22d6cbb75311,,,,,,Wall painting depicting Osiris (left) and Atum seated back to back in chamber (G),Primary,,Original File Name,"Egy.QV.t66.G. East.5,6.Jan09. 109.CEDAE.JPG",,/files/uploadedfiles/QV66_image_8.jpg,JPEG,,,,Still Image,,,,,,QV66_image_8,Primary
7b03b592-3537-42af-8182-11fd2ecf7705,,,,,,"Shaft in good condition, as seen from above",Primary,,Original File Name,EGY_QV_t82_08Jan_02_Dmyers_d.JPG,,/files/uploadedfiles/QV82_image_2.jpg,JPEG,,,,Still Image,,,,,,QV82_image_2,Primary
7b6bf382-1cce-48fe-a6ee-6eaa9cc4415e,,,,,,"As of Dec. 2009, the SCA had installed a masonry surround with a metal grate.",Primary,,Original File Name,EGY_QV_t04_2009Dec_WRaynolds01.JPG,,/files/uploadedfiles/QV04_image_1.jpg,JPEG,,,,Still Image,,,,,,QV04_image_1,Primary
7c6c3171-2453-4dcb-a6a0-262a0c9dbe97,,,,,,Seated Anubis on staircase wall in chamber (I).,Primary,,Original File Name,Egy.QV.t66.I. East.12.Jan09. 153.CEDAE.JPG,,/files/uploadedfiles/QV66_image_11.jpg,JPEG,,,,Still Image,,,,,,QV66_image_11,Primary
7c885390-8bce-4520-81b5-7ba6fd4b769c,,,,,,Eroded shaft of QV 90,Primary,,Original File Name,EGY QV t90 07 Sep 06 DMyers d.JPG,,/files/uploadedfiles/QV90_image_1.jpg,JPEG,,,,Still Image,,,,,,QV90_image_1,Primary
7cbd9eee-ea32-4a0f-9a80-5aab60443ecd,,,,,,View of interior of QV 18.,Primary,,Original File Name,EGY_QV_t18_B_08Jan_08_DMyers_d.JPG,,/files/uploadedfiles/QV18_image_3.jpg,JPEG,,,,Still Image,,,,,,QV18_image_3,Primary
7ed80cf1-976f-430f-bde9-e590a7597b1f,,,,,,,,,SurveyLA ID,d789b962-7d5b-4ffa-94e1-f690ebd543b9.jpg,,/files/uploadedfiles/d789b962-7d5b-4ffa-94e1-f690ebd543b9.jpg,JPEG,,,,Still Image,,,,,,Site of Timm's Landing - PHOTO,Primary
7f9feae9-86e3-475e-aa59-d52fdbac0a6b,,,,,,View of unfinished QV 85,Primary,,Original File Name,EGY.QV.t85.01_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV85_image_1.jpg,JPEG,,,,Still Image,,,,,,QV85_image_1,Primary
8059ca22-cbd6-4a63-93ea-96598f6e4699,,,,,,,,,SurveyLA ID,f9557c5b-0f19-4dd1-bc21-cfaf7497a064.jpg,,/files/uploadedfiles/f9557c5b-0f19-4dd1-bc21-cfaf7497a064.jpg,JPEG,,,,Still Image,,,,,,Taggart House - PHOTO,Primary
820b3ab6-afc7-45a0-bad8-eb56bc4dfb9e,,,,,,,,,Original File Name,QV 75 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV75_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV75_TMP_drawing_2,Primary
821481b6-fce4-4b14-a6ae-6b53c4be81ed,,,,,,Ramp (A) and entrance (B),Primary,,Original File Name,EGY.QV.t45.A.05_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV45_image_1.jpg,JPEG,,,,Still Image,,,,,,QV45_image_1,Primary
821cee07-2060-42a8-a334-9f47e20f5c0a,,,,,,Rear chamber with severe blackening,Primary,,Original File Name,EGY.QV.t39.24.07Feb.SCA-GCI.d.jpg,,/files/uploadedfiles/QV39_image_4.jpg,JPEG,,,,Still Image,,,,,,QV39_image_4,Primary
8222bc31-e24e-4072-9b15-cc87a904f2a4,,,,,,,,,SurveyLA ID,81f88e22-b184-4a23-9bc6-c43d5176c42a.JPG,,/files/uploadedfiles/81f88e22-b184-4a23-9bc6-c43d5176c42a.JPG,JPEG,,2012-08-13,Historic Resources Group,Still Image,,,,,,Platform House Historic District - PHOTO,Primary
833e2579-992d-4e68-a789-40feec7fa651,,,,,,Shaft of QV 91 with trash at bottom,Primary,,Original File Name,EGY QV t91 07 Sep 03 DMyers d.JPG,,/files/uploadedfiles/QV91_image_1.jpg,JPEG,,,,Still Image,,,,,,QV91_image_1,Primary
835ec6d1-0f7f-49e1-ba1b-6c6d016504ea,,,,,,Wall painting depicting Queen Nerfertari in chamber (E),Primary,,Original File Name,Egy.QV.t66.E. West.2a.Jan09.92. CEDAE.JPG,,/files/uploadedfiles/QV66_image_7.jpg,JPEG,,,,Still Image,,,,,,QV66_image_7,Primary
88ca6ba2-0c0c-4ad7-854d-a9a43196de1f,,,,,,,,,Original File Name,QV 43 sheet3.CEDAE labels.jpg,,/files/uploadedfiles/QV43_TMP_drawing_3.jpg,JPEG,,,,Still Image,,,,,,QV43_TMP_drawing_3,Primary
890e2f27-5b38-49bd-a75c-090df8a6a06e,,,,,,Main chamber (C).,Primary,,Original File Name,EGY.QV.t36.09.07Feb.JBell.d.jpg,,/files/uploadedfiles/QV36_image_3.jpg,JPEG,,,,Still Image,,,,,,QV36_image_3,Primary
89647df0-ef8c-45af-ad1d-6760e382254c,,,,,,,,,SurveyLA ID,89fa6dff-cec9-4672-adc8-ec52d4a452a8.JPG,,/files/uploadedfiles/89fa6dff-cec9-4672-adc8-ec52d4a452a8.JPG,JPEG,,2012-08-13,Historic Resources Group,Still Image,,,,,,Platform House Historic District - PHOTO,Primary
89665534-a12b-450d-8f27-74d8aa82045c,,,,,,Basal erosion and fracturing of one of the two remaining piers within tomb.  Basal rock is fragile and is incapable of supporting upper portion of rock.,Primary,,Original File Name,Egy.QV.t60.C.39.08Feb.RWust.d.jpg,,/files/uploadedfiles/QV60_image_4.jpg,JPEG,,,,Still Image,,,,,,QV60_image_4,Primary
897d9131-e5a7-4fcc-bec5-ed7c876f2b2c,,,,,,Rock overhang extends approximately 1m in front of entrance with some precarious large boulders in the debris fan located near the edge.,Primary,,Original File Name,EGY.QV.t71.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV71_image_2.jpg,JPEG,,,,Still Image,,,,,,QV71_image_2,Primary
89b764ce-8140-485e-9914-0f15b8bb7a56,,,,,,Shaft entrance and masonry surround,Primary,,Original File Name,EGY.QV.t67.1.06Mar.DMyers.d.jpg,,/files/uploadedfiles/QV67_image_1.jpg,JPEG,,,,Still Image,,,,,,QV67_image_1,Primary
89d5ae2d-f018-4821-8f1f-f753c44c5a9b,,,,,,,,,Original File Name,QV 60 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV60_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV60_TMP_drawing_2,Primary
8a94c2f4-e949-479c-85e9-eb1a90ff1336,,,,,,,,,Original File Name,QV 05+06.CEDAE labels.jpg,,/files/uploadedfiles/QV05_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV05_TMP_drawing_1,Primary
8ad810ae-35ae-40b4-9eb0-d54f4cf44d7d,,,,,,Wall painting in QV73.,Primary,,Original File Name,EGY.QV.t73.C.09_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV73_image_6.jpg,JPEG,,,,Still Image,,,,,,QV73_image_6,Primary
8b2a3b79-2449-404d-a29b-74d3796183a6,,,,,,View of the shaft from above.,Primary,,Original File Name,EGY.QV.t14.2.05Jan.DMyers.jpg,,/files/uploadedfiles/QV14_image_1.jpg,JPEG,,,,Still Image,,,,,,QV14_image_1,Primary
8bb299ee-e6c4-4efd-922d-7c7a0384966a,,,,,,,,,SurveyLA ID,d5d1c481-84b1-4cee-aa4a-3e44e8618dd0.jpg,,/files/uploadedfiles/d5d1c481-84b1-4cee-aa4a-3e44e8618dd0.jpg,JPEG,,,,Still Image,,,,,,Los Angeles Plaza Park - PHOTO,Primary
8c5ac8b8-95fb-45e9-91fa-62671c82a76e,,,,,,,,,SurveyLA ID,682f22cc-4a9a-4950-bf9d-086087adf279.JPG,,/files/uploadedfiles/682f22cc-4a9a-4950-bf9d-086087adf279.JPG,JPEG,,2013-04-19,Galvin Preservation Associates,Still Image,,,,,,Case Study House 1953 - PHOTO,Primary
8c61099d-6c29-4ae0-a363-aae84a1e4d8e,,,,,,,,,Original File Name,QV 21+22.CEDAE labels.jpg,,/files/uploadedfiles/QV22_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV22_TMP_drawing_1,Primary
8e3dc875-1775-446a-8784-24ae55b5b30b,,,,,,Shaft entrance with masonry surround.,Primary,,Original File Name,EGY.QV.t19.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV19_image_1.jpg,JPEG,,,,Still Image,,,,,,QV19_image_1,Primary
8e8f932e-e664-464d-81d9-385fee0f4d08,,,,,,,,,Original File Name,QV 07+08.CEDAE labels.jpg,,/files/uploadedfiles/QV07_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV07_TMP_drawing_1,Primary
8eb24d5d-59be-43cf-87a9-42c0bad68ef0,,,,,,Shaft entrance and masonry surround.,Primary,,Original File Name,EGY.QV.t78.01.07Feb.DMyers.d.JPG,,/files/uploadedfiles/QV78_image_1.jpg,JPEG,,,,Still Image,,,,,,QV78_image_1,Primary
8ebce6e6-f53e-4a10-92ea-836f231ae65b,,,,,,QV 16 shaft entrance.,Primary,,Original File Name,EGY.QV.t16.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV16_image_1.jpg,JPEG,,,,Still Image,,,,,,QV16_image_1,Primary
90957d25-a957-46b9-bcef-254fb45b03c3,,,,,,,,,Original File Name,QV 23+25.CEDAE labels.jpg,,/files/uploadedfiles/QV23_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV23_TMP_drawing_1,Primary
9238b9b7-95a8-4a49-8341-6b1183c4b472,,,,,,,,,SurveyLA ID,f619f681-c295-48a7-8d9f-3db27bee1c53.jpg,,/files/uploadedfiles/f619f681-c295-48a7-8d9f-3db27bee1c53.jpg,JPEG,,,,Still Image,,,,,,"Eames House, Studio and Grounds - PHOTO",Primary
925bac8d-0ec9-42dd-b203-c52d2eb04e3b,,,,,,QV 81 entrance with masonry surround.,Primary,,Original File Name,EGY.QV.t81.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV81_image_1.jpg,JPEG,,,,Still Image,,,,,,QV81_image_1,Primary
92dceb64-1493-45e6-ac11-8b3acc1c21b4,,,,,,Lintel at doorway (F) is unprotected.,Primary,,Original File Name,EGY.QV.t55.09.08Feb.LWong.d.jpg,,/files/uploadedfiles/QV55_image_7.jpg,JPEG,,,,Still Image,,,,,,QV55_image_7,Primary
93133a2b-9c5d-498e-8e5a-998a3101b2f5,,,,,,View from Bundy Drive,Primary,,SurveyLA ID,9bb057e2-b8bf-4b26-9c64-2f3b46e6baf7.JPG,,/files/uploadedfiles/9bb057e2-b8bf-4b26-9c64-2f3b46e6baf7.JPG,JPEG,,2013-02-25,Historic Resources Group,Still Image,,,,,,C. Warwick Evans House - PHOTO,Primary
93168440-4456-4bc1-b6d5-ca5d08776724,,,,,,Wall painting depicting Queen Nerfertari in chamber (E),Primary,,Original File Name,Egy.QV.t66.E. North.1b.Jan09.96. CEDAE.JPG,,/files/uploadedfiles/QV66_image_5.jpg,JPEG,,,,Still Image,,,,,,QV66_image_5,Primary
9374d368-b89a-49ac-bfda-3e2e8c8acdb0,,,,,,Corridor (C) and doorway (D) in 2009.,Primary,,Original File Name,EGY.QV.t44.01.07Feb.JBell.d.jpg,,/files/uploadedfiles/QV44_image_2.jpg,JPEG,,,,Still Image,,,,,,QV44_image_2,Primary
93aba67b-45f8-44ea-9b02-63a547aac27e,,,,,,View of shaft from above,Primary,,Original File Name,EGY.QV.t07.2.05Jan.DMyers.jpg,,/files/uploadedfiles/QV07_image_1.jpg,JPEG,,,,Still Image,,,,,,QV07_image_1,Primary
93bb13c6-f3e1-4fab-ab1b-e83fb5b91ed2,,,,,,Shaft entrance and masonry surround,Primary,,Original File Name,EGY.QV.t62.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV62_image_1.jpg,JPEG,,,,Still Image,,,,,,QV62_image_1,Primary
94c50d55-5d7a-40fa-a902-3a5572d09cd8,,,,,,Shaft entrance and plastered brick surround,Primary,,Original File Name,Egy.QV.t70.12.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV70_image_1.jpg,JPEG,,,,Still Image,,,,,,QV70_image_1,Primary
9583719c-ea6f-4c17-b2e4-70e663caddbe,,,,,,View of QV 97 corridor.,Primary,,Original File Name,EGY QV t97 07 Sep 09 DMyers d.JPG,,/files/uploadedfiles/QV97_image_2.jpg,JPEG,,,,Still Image,,,,,,QV97_image_2,Primary
959352b9-c57f-46e4-9ac3-020914d523b1,,,,,,Pasqual Marquez Family Cemetery; This Cemetery Is One of the Oldest Burial Grounds in Los Angeles and Received its Last Human Remains in 1916; Began Circa 1848 Declared 2000; Historic-Cultural Monument No. 685; City of Los Angeles; Cultural Heritage Commission; Cultural Affairs Department,Primary,,Processing ID,PLQ-134,,,unknown,,,,Document/Text,,,,,,Pascual Marquez Family Cemetery Plaque,Primary
960005c6-425d-4fe2-9a3c-0d169e13605d,,,,,,View of interior of QV 16.,Primary,,Original File Name,EGY.QV.t16.02.09Feb.TRoby.d.JPG,,/files/uploadedfiles/QV16_image_2.jpg,JPEG,,,,Still Image,,,,,,QV16_image_2,Primary
96092790-8b98-4b14-8006-4f996ff2ad81,,,,,,View of the tomb chamber,Primary,,Original File Name,Egy.QV.tUnknown1.02.08Jan.JBell.d,,/files/uploadedfiles/QVU1_image_4.jpg,JPEG,,,,Still Image,,,,,,QVU1_image_4,Primary
963147f0-e63d-40b5-a83f-f06221c621af,,,,,,,,,SurveyLA ID,65a77c0a-c12b-4d7c-a51a-e9f926a150db.jpg,,/files/uploadedfiles/65a77c0a-c12b-4d7c-a51a-e9f926a150db.jpg,JPEG,,,,Still Image,,,,,,Luby and Anastasia Bubeshko Apartments - PHOTO,Primary
9640f8e2-de79-4327-9baa-c3dead6e81d8,,,,,,"Black snapped lines were used on the ceiling to form a grid for painting the white stars. The beige color of the starry sky ceiling is unusual, a dark blue background color being more typical. It is not known if the effect is intentional, the result of alteration, or some other cause.",Primary,,Original File Name,EGY.QV.t52.43.08Feb.LWong.d.jpg,,/files/uploadedfiles/QV52_image_4.jpg,JPEG,,,,Still Image,,,,,,QV52_image_4,Primary
97118c17-7575-44b1-b744-09e475cf3fd6,,,,,,,,,Original File Name,QV 53 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV53_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV53_TMP_drawing_2,Primary
972814bb-379d-4f12-a36e-fbdc5bb153da,,,,,,Tomb interior,Primary,,Original File Name,EGY.QV.t54.01_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV54_image_2.jpg,JPEG,,,,Still Image,,,,,,QV54_image_2,Primary
973be174-14fc-48c5-a37a-b67a2fdb26a2,,,,,,"View of shaft entrance, filled with boulders",Primary,,Original File Name,EGY.QV.t76.02.05Jan.DMyers.jpg,,/files/uploadedfiles/QV76_image_2.jpg,JPEG,,,,Still Image,,,,,,QV76_image_2,Primary
9769762d-2279-424b-b46f-ab25a83f74dd,,,,,,QV 10 chamber with inter-bedded marl and shaley marl.,Primary,,Original File Name,EGY_QV_t10_B_08Jan_06_DMyers_d.JPG,,/files/uploadedfiles/QV10_image_2.jpg,JPEG,,,,Still Image,,,,,,QV10_image_2,Primary
97918ede-6f36-450c-b6e1-0706f9202792,,,,,,Only the backgrounds were selectively cleaned in rear chamber (I) leaving a silhouette of the figures.,Primary,,Original File Name,EGY.QV.t43.17.'06Mar.JBell.d.jpg,,/files/uploadedfiles/QV43_image_3.jpg,JPEG,,,,Still Image,,,,,,QV43_image_3,Primary
9926b153-7523-4bbd-9e49-675fba035444,,,,,,"Entrance to QV 98, with eroded surface surrounding shaft.",Primary,,Original File Name,Egy.QV.t98.01.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV98_image_1.jpg,JPEG,,,,Still Image,,,,,,QV98_image_1,Primary
99d6931c-a311-40bb-9c9c-05acde34a5dd,,,,,,View of QV 24.,Primary,,Original File Name,EGY.QV.t24.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV24_image_1.jpg,JPEG,,,,Still Image,,,,,,QV24_image_1,Primary
9a833b4e-6b99-4f46-8ac2-33612bfcd11b,,,,,,Rear of QV 9 with rock-cut bench and inter-bedded marl and shale.,Primary,,Original File Name,EGY_QV_t09_B_08Jan_07_DMyers_d.JPG,,/files/uploadedfiles/QV09_image_2.jpg,JPEG,,,,Still Image,,,,,,QV09_image_2,Primary
