ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Ancillary Feature Use Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Date Evaluated,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Heritage Resource Use Type,Integrity Type,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Period of Significance From Date,Period of Significance To Date,Place Address,Place Description,Reasons,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Status,Style,Style Cultural Period,Style From Date,Style To Date,Style Use Type,Threat Type,Type of Designation or Protection
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,"""Residential-Multi Family, Apartment House""",,,,Historic,,,,,,,,,,Wall cladding replaced,2221 S HARVARD BLVD,Primary,,,2221 S HARVARD BLVD,,,,,,,GEOMETRYCOLLECTION (POINT (-118.30686 34.0355)),1986-01-01,Built Date,6L,American Colonial Revival,,,,,,
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,,,,,,,,,,,,,,,,,,,,,,,House ID,,571798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c916d883-f5f6-4ecd-9a60-79eff9bbd20f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6L,,,,,,,
c983cdda-a28d-4f6a-8e3f-4d3e9d699816,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,c983cdda-a28d-4f6a-8e3f-4d3e9d699816,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,No major alterations,2248 S HOBART BLVD,Primary,,,2248 S HOBART BLVD,,,,,,,GEOMETRYCOLLECTION (POINT (-118.30747 34.03489)),2007-01-01,Built Date,3D,Dutch Colonial Revival,,,,,,
c983cdda-a28d-4f6a-8e3f-4d3e9d699816,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c983cdda-a28d-4f6a-8e3f-4d3e9d699816,,,,,,,,,,,,,,,,,,,,,,,,House ID,,571911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c983cdda-a28d-4f6a-8e3f-4d3e9d699816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,Primary,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-05,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an excellent example of Mayan influenced architecture. It is also represents a style Wright created specifically for the unique climate of Southern California. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Frank Lloyd Wright. It is the first residence he designed in Los Angeles. The property meets Criterion C for National Register designation for similar reasons.",Primary,,,,,,Processing ID,,HCM-12,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,Hollyhock House,Primary,2021-01-01,,4810 W HOLLYWOOD BLVD,,"The property meets the criteria for HCM designation because it reflects the G+Ã§-Ãºbroad cultural, economic, or social history of the nation, state, or community.' Although the original plans envisioned included a performing arts center that was never built, Aline Barnsdall deeded the house to Los Angeles in 1927 to be used for art and recreational purposes. The Period of Significance end date is open ended because the property is still used as an art and cultural center.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2951921921236 34.1012797085349, -118.2953137772635 34.10134318969813, -118.2953150158712 34.10166584252956, -118.2947077180858 34.10166732522105, -118.2932690977579 34.10167082537142, -118.2932690013841 34.10164334682476, -118.293267832568 34.10131008701332, -118.2930607121216 34.10119487638245, -118.2929805175452 34.10104630074004, -118.2929781566762 34.10104185490203, -118.2929756952674 34.10103699712603, -118.2929733657943 34.10103208407256, -118.2929711023854 34.10102717085886, -118.2929689709123 34.10102220236766, -118.292966905407 34.10101720623769, -118.2929649719337 34.1010121823088, -118.2929631704923 34.10100713058098, -118.2929614350188 34.10100205121447, -118.2929598315772 34.10099694404902, -118.2929582941997 34.10099183672334, -118.2929569217898 34.10098667404011, -118.2929556154439 34.10098151119673, -118.2929544411298 34.10097632055446, -118.2929533659119 34.10097112967193, -118.2929523896936 34.10096591107055, -118.2929515456034 34.10096069214887, -118.2929508005129 34.10095544550839, -118.2929501545184 34.10095019862763, -118.2929496406517 34.10094495142656, -118.2929491927528 34.10093967658675, -118.2929489100138 34.10093440134655, -118.2929486934349 34.10092915342472, -118.2929486088876 34.10092387770401, -118.2929486564681 34.10091860166296, -118.2929487701125 34.1009133254618, -118.2929490489166 34.10090804886017, -118.2929493937846 34.10090277209839, -118.2929498708766 34.10089752249484, -118.2929504470643 34.10089227265098, -118.2929511223477 34.10088702256692, -118.2929519298551 34.10088179964102, -118.2929528364582 34.10087657647492, -118.2929538421569 34.10087135306852, -118.2929549800795 34.10086615682035, -118.292956217194 34.10086098781045, -118.2929575535005 34.10085584603883, -118.2929590219343 34.10085070394689, -118.2929605565283 34.10084558917325, -118.2929622233459 34.10084050155783, -118.2929640223872 34.10083544110053, -118.2929658875885 34.10083040796162, -118.2929678849171 34.10082537450234, -118.2929699815339 34.10082039575979, -118.2929721443104 34.10081544433563, -118.2929744724388 34.10081054746808, -118.2929768666307 34.10080565044028, -118.2929793601106 34.10080080812926, -118.2930010847289 34.10076008685869, -118.2930002720047 34.10050929001003, -118.2929985266025 34.09997345805157, -118.2929976194408 34.09969570475681, -118.2929963596124 34.09930787233433, -118.292995992017 34.09919353403003, -118.2929959437801 34.09917976727921, -118.2929955433542 34.09905605879175, -118.2929954949249 34.09904223708388, -118.293312675069 34.09905501459105, -118.2935901459014 34.09906621155141, -118.2935901034519 34.09905412099207, -118.2939204146054 34.09905304317249, -118.2939207679139 34.09916295742787, -118.2944005453371 34.0991613497544, -118.2945521914356 34.09916087026221, -118.2945588084305 34.09916390427609, -118.2945689000965 34.0991687434183, -118.294578893057 34.09917369271544, -118.2945887875057 34.09917880712457, -118.2945985833459 34.09918405916724, -118.2946082475464 34.09918944892397, -118.2946320448542 34.09920296541618, -118.2946569021987 34.09919859063341, -118.2946985885394 34.09918936601532, -118.2947311939613 34.09922778425824, -118.2947321228081 34.09922890862253, -118.2947394531332 34.09923751907881, -118.2949062612848 34.09928399087036, -118.2949053444518 34.09928627384677, -118.2949045267126 34.09928855658124, -118.2949037090703 34.09929086679432, -118.2949029905219 34.09929317676556, -118.2949022720704 34.09929551421529, -118.2949016196813 34.09929785150379, -118.294901033355 34.09930018863106, -118.2949004801568 34.09930255315626, -118.2948999599898 34.09930491760082, -118.2948995389168 34.09930728180356, -118.2948991178437 34.09930964600623, -118.2948987629301 34.09931203752632, -118.2948984740792 34.09931442888512, -118.2948982181626 34.09931679268475, -118.2948980284056 34.09931918380166, -118.2948978717768 34.09932160231656, -118.2948977480824 34.09932399327227, -118.2948977234819 34.09932638398617, -118.2948976988814 34.09932877470004, -118.2948977404405 34.09933119273122, -118.2948978479653 34.09933358312264, -118.2948980215528 34.09933597335278, -118.2948981951402 34.09933836358297, -118.2948984678217 34.0993407535713, -118.2948987405032 34.09934314355963, -118.2948991121818 34.09934550582756, -118.2948995169885 34.09934789549345, -118.2948999547298 34.09935025760014, -118.2949004585338 34.0993526195456, -118.294900995369 34.09935498141044, -118.2949015981702 34.09935731563556, -118.2949022670339 34.09935964969937, -118.2949029358977 34.09936198376318, -118.2949037037587 34.09936429010663, -118.2949044716197 34.09936659645007, -118.2949053385747 34.09936890255164, -118.2949062054329 34.09937118117464, -118.2949071713851 34.09937345955582, -118.2949081372405 34.09937571045838, -118.2949091690617 34.09937793372124, -118.2949102669456 34.09938015682282, -118.2949113648296 34.09938237992439, -118.2949125617108 34.09938457530549, -118.2949137584951 34.09938674320812, -118.2949150212453 34.09938888347094, -118.2949163500582 34.09939102357249, -118.2949176787742 34.09939313619546, -118.294919073553 34.09939524865721, -118.2949205342977 34.09939733347915, -118.2949220279769 34.09939939074189, -118.2949235545905 34.09940142044544, -118.2949251141387 34.09940342258981, -118.2949267067183 34.09940542465353, -118.2949283651669 34.09940737159891, -118.2949300566469 34.09940931846361, -118.2949318140928 34.09941123768855, -118.2949335714417 34.09941312943488, -118.2949353947566 34.09941499354141, -118.294937251006 34.09941683008874, -118.2949391401899 34.09941863907689, -118.2949410623084 34.09942042050579, -118.294942622245 34.09942253256411, -118.2949447749046 34.09942412107876, -118.2949469275644 34.0994257095934, -118.2949490802241 34.09942729810797, -118.294951232981 34.0994289141011, -118.2949529550702 34.09943017392128, -118.2951928974992 34.09960811760861, -118.2953616787695 34.0997546891511, -118.295386230717 34.09977603510349, -118.2953910021039 34.09978022769265, -118.295397397762 34.09978603755876, -118.2954036946177 34.09979193010246, -118.2954098267049 34.09979793296378, -118.2954140035272 34.09980212700557, -118.2954158598928 34.0998039910241, -118.2954217613437 34.09981015932134, -118.2954275309608 34.09981641037704, -118.2954331686469 34.09982271671254, -118.2954386415645 34.09982913336577, -118.2954440155825 34.09983560521815, -118.2954492578637 34.09984218730752, -118.2954543351823 34.09984882475761, -118.2954592805697 34.09985551748765, -118.2954640942202 34.09986232045474, -118.2954687758424 34.09986915122327, -118.2954732926961 34.09987609230965, -118.29547764449 34.09988306127824, -118.2954818974813 34.09989011292469, -118.2954859524782 34.09989722001271, -118.2954899085754 34.09990438230004, -118.2954936666782 34.099911600029, -118.2954972928496 34.09991887303801, -118.2955007870896 34.09992620132714, -118.295504083238 34.09993355757939, -118.2955072475521 34.09994099659032, -118.2955102797405 34.09994843592433, -118.2955131140313 34.09995595817858, -118.2955158162935 34.09996350823445, -118.2955183534955 34.09997108617273, -118.2955207257342 34.099978719472, -118.2955229329126 34.09998638065362, -118.2955249749334 34.09999404223924, -118.2955268850226 34.10000175910503, -118.2955285970197 34.10000950393404, -118.2955301769878 34.10001727656471, -118.2955315917983 34.10002504959933, -118.2955328416452 34.10003287799503, -118.2955338932057 34.10004067939686, -118.2955348128342 34.10004853607892, -118.2955355672078 34.10005636568641, -118.2955361565205 34.10006422317635, -118.2955365477409 34.1000721086296, -118.2955368067377 34.10007996692748, -118.2955369006735 34.10008785310782, -118.2955370754206 34.10034291072587, -118.2955370078886 34.10035184149492, -118.2955367101057 34.10036104761493, -118.2955362471641 34.10037025413894, -118.295535586032 34.10037946114763, -118.2955347267093 34.1003886686411, -118.2955336690989 34.10039784914073, -118.2955324462324 34.10040700256572, -118.2955309921434 34.10041615655629, -118.2955293727982 34.10042528347225, -118.295527555165 34.10043438339434, -118.2955255391467 34.10044342884403, -118.295523357969 34.10045247469765, -118.2955209785032 34.10046149355739, -118.2955184006521 34.10047045794477, -118.2955156245126 34.10047939533821, -118.2955126830194 34.10048827817839, -118.2955111129345 34.10049265114445, -118.2955095431407 34.10049710654618, -118.2955062049735 34.10050590792, -118.2955047972307 34.10050948360431, -118.2955027014525 34.10051465474053, -118.2954990326748 34.10052337448634, -118.2954951654141 34.10053201228111, -118.2954910997676 34.10054059560332, -118.29548686867 34.10054909689361, -118.2954824723155 34.10055757110912, -118.2954778774779 34.10056596337354, -118.2954731172861 34.10057430108449, -118.295468191643 34.10058255676353, -118.2954630675168 34.10059073049131, -118.2954578110681 34.10059884958488, -118.2954523561362 34.10060688672717, -118.2954467357527 34.10061484183748, -118.2954409498208 34.10062268743719, -118.2953885438332 34.10069266662278, -118.295303220807 34.10078591832745, -118.2952471408788 34.10085387300042, -118.2952389503724 34.10086364798045, -118.2952289164793 34.10087524106351, -118.2952186177458 34.10088666991999, -118.2952081203328 34.10089796186714, -118.2951973580794 34.10090908958765, -118.2951863640175 34.10092005300088, -118.2951751382439 34.10093087958521, -118.295163680565 34.10094151438347, -118.2951541315593 34.10095011108859, -118.2954461503513 34.1011783781214, -118.295369392318 34.10120901226598, -118.2951921921236 34.1012797085349))))",2021-01-01,Built Date,5S1,Mayan ,,,,,,National Register of Historic Places
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,147B197   255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,House ID,,761380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,71000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 12,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnsdall, Aline, Complex (Hollyhock House)",National Historic Landmark,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnsdall Park,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an excellent example of Mayan influenced architecture. It is also represents a style Wright created specifically for the unique climate of Southern California. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Frank Lloyd Wright. It is the first residence he designed in Los Angeles. The property meets Criterion C for National Register designation for similar reasons.",,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01,1927-12-31,,,,,,,,,,,,,,,,,,
caa0e333-ac3d-42c0-8f76-a67a7bf8cf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it is identified with G+Ã§-Ãºan historic personage,' oil heiress Aline Barnsdall. Barnsdall purchased Olive Hill, a 36-acre tract on which the Hollyhock House (later Barnsdall Park) was built and commissioned the design by Wright. The Period of Significance end date is listed as 1927, the year that she deeded the property to Los Angeles. The property meets Criterion B for National Register designation for similar reasons.",,,,,,,,,,,,,,,
ccc5ec75-0ed1-456e-82d8-363509d2338f,Primary,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,ccc5ec75-0ed1-456e-82d8-363509d2338f,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,Not fully visible from the pubic right-of-way.,Roof dormer added,3831 N OAKFIELD DR,Primary,,,3831 N OAKFIELD DR,,,,/files/uploadedfiles/1e58ea32-99ec-4f63-aafd-0a0e5611ea38.JPG,,,GEOMETRYCOLLECTION (POINT (-118.44756 34.14046)),1962-01-01,Built Date,3D,"""Modern, Mid-Century""",,,,,,
ccc5ec75-0ed1-456e-82d8-363509d2338f,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,162B149   343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc5ec75-0ed1-456e-82d8-363509d2338f,,,,,,,,,,,,,,,,,,,,,,,,House ID,,11887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d048cf0c-35d7-4d8c-a93e-44f58a2134e5,,Port of Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,1989-06-30,,,,,Processing ID,,HCM-154,,California OHP Resource Attribute - HP23. Ship,,,,,,,,,,,,,,,Ralph J. Scott Fireboat No. 2 (Berth 85) and Old Firehouse No. 112 (Berth 227),Primary,,,,,,,/files/uploadedfiles/Ralph_J_Scott_Fireboat.JPG,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2719500165729 33.74631308334917, -118.2705225903922 33.74806491328462, -118.2704552734578 33.74824345127581, -118.2695303610901 33.74805471988871, -118.2686011744057 33.74786524904389, -118.2685770484799 33.74786052173793, -118.2685528249321 33.74785612438002, -118.2685285039378 33.74785211192563, -118.268504118214 33.74784842934576, -118.2684796349553 33.74784510419153, -118.2684550871422 33.7478421638672, -118.2684305074918 33.74783955334395, -118.2684058631986 33.74783730017281, -118.26838115435 33.74783543183149, -118.2683564465564 33.74783389321775, -118.2683316742068 33.74783273943378, -118.2683069029994 33.74783194285513, -118.2682821329336 33.74783150348178, -118.2682573311162 33.74783142138708, -118.268232563333 33.74783169642431, -118.2682077638853 33.7478323562179, -118.2681829983834 33.74783334566575, -118.2681582670024 33.74783471972328, -118.2681335696545 33.74783645091293, -118.2681089063391 33.74783853923459, -118.268084277056 33.74784098468831, -118.2680597146979 33.74784378720086, -118.2680389017986 33.74784647144462, -118.267875637697 33.74773879183668, -118.2678504639554 33.74775615896438, -118.2680340555373 33.74745145968779, -118.2686153161646 33.74648665038976, -118.2686398555616 33.74644595577116, -118.2690739023318 33.74572547679385, -118.2719500165729 33.74631308334917)), ((-118.2788310561498 33.73949221109957, -118.2788331401299 33.74011985636493, -118.2786449104022 33.74012029243418, -118.278642827829 33.73949264716553, -118.2788310561498 33.73949221109957))))",,,,,,,,,,National Register of Historic Places
d048cf0c-35d7-4d8c-a93e-44f58a2134e5,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,89001430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d048cf0c-35d7-4d8c-a93e-44f58a2134e5,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d048cf0c-35d7-4d8c-a93e-44f58a2134e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph J. Scott (Fireboat),National Historic Landmark,,,,,,,,,,,,,,,,,,,,
d114846d-dac9-483f-bc65-1cee2d77b158,Primary,Port of Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-06-27,"The property meets the criteria for HCM designation because it reflects 'the broad cultural, political, economic or social history of the nation, state, or community,'' as the site of the first shipping and recieving point in San Pedro Bay developed by August W. Timms in the mid-19th century.  Timms is known for establishing the first developments in San Pedro Bay, including a freight loading dock and small commercial establishments.  Although the site no longer retains any structures from its period of significance, a small landscaped park commemorates its history.",Primary,1977-02-16,,,,,Processing ID,,HCM-171,,"""Landscape, Historic Vernacular Landscape""",,,,Historic,,,,,,,,,,,Site of Timm's Landing,Primary,1855-01-01,,210 E SWINFORD ST,,"The property meets the criteria for HCM designation because it reflects +Ã³GÃ©Â¼+Ã´the broad cultural, political, economic or social history of the nation, state, or community,' as the site of the first shipping and recieving point in San Pedro Bay developed by August W. Timms in the mid-19th century.  Timms is known for establishing the first developments in San Pedro Bay, including a freight loading dock and small commercial establishments.  Although the site no longer retains any structures from its period of significance, a small landscaped park commemorates its history.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2791223075877 33.73202417458101, -118.2791259876643 33.73204273749375, -118.2791259251502 33.73206155326547, -118.2791221217806 33.73208009882126, -118.2791146832863 33.73209785859783, -118.279103816454 33.732114338876, -118.2790898233784 33.73212908150629, -118.2790730930637 33.73214167664524, -118.2790540906098 33.73215177414936, -118.2790333442824 33.73215909330897, -118.2790114308273 33.73216343065198, -118.2789889594366 33.73216466560066, -118.2789665548134 33.73216276382351, -118.2789448398043 33.73215777818978, -118.2789244180846 33.73214984729971, -118.2789058573761 33.73213919163135, -118.2788896736637 33.73212610741129, -118.2787765086042 33.73198730421708, -118.2787150739936 33.7319174879155, -118.2785321476352 33.73178604529404, -118.2786220257859 33.73171601592325, -118.2786643232569 33.73171745671765, -118.2787927614065 33.73171188339867, -118.2788410014144 33.73170854504676, -118.2788893064498 33.73171114540396, -118.2789366348902 33.73171962839763, -118.2789530635365 33.73172111648631, -118.2789690237292 33.73172469509571, -118.2789841367514 33.73173027930958, -118.2789980439883 33.73173773662091, -118.2790104154367 33.73174689007637, -118.2790209575358 33.73175752247477, -118.2790294201326 33.73176938152142, -118.2790356024184 33.73178218581441, -118.2791223075877 33.73202417458101))))",1855-01-01,Built Date,5S1,Not Applicable,,,,,,Los Angeles Historic-Cultural Monument
d114846d-dac9-483f-bc65-1cee2d77b158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 171,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
d114846d-dac9-483f-bc65-1cee2d77b158,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,018B201    66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d114846d-dac9-483f-bc65-1cee2d77b158,,,,,,,,,,,,,,,,,,,,,,,,House ID,,1076911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d114846d-dac9-483f-bc65-1cee2d77b158,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
