ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Place Address,Place Description,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Style,Style Cultural Period,Style From Date,Style To Date,Threat Type,Type of Designation or Protection
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV75_TMP_drawing_1.jpg,,,,,,,,,,,
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV75_image_2.jpg,,,,,,,,,,,
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV75_TMP_drawing_2.jpg,,,,,,,,,,,
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV75_image_1.jpg,,,,,,,,,,,
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Henutmira,Alternative,,,,,,,,,,,,,,,
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,GRAECO-ROMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cbf5664-f649-4992-9bc5-92497a240fd7,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,REIGN OF RAMESES II,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043b33b-66a5-4804-9dbb-555f8ffa02a4,,,,,,,,,,,,,,,"A ramp (A) descends slightly, leading into an unfinished corridor of QV 54, cut into a spur of marl projecting from the base of the cliff. Roughly a quarter of the ramp is covered by  a rock-cut roof. <br>Remains of dry laid rubble masonry exist on both sides of the ramp. At some point, areas of stone loss along the ramp walls were repaired with mortar and stone chips.  On the north wall of the ramp, several test patches of modern plaster have been applied. <br>This unfinished tomb is known since the time of  R. Hay of Linplum (1826). E. Thomas suggests cracks in entrance and unfinished corridor were partly plastered when the tomb was being excavated. Based on the architectural plan, this tomb was likely excavated during the 20th Dynasty, though there have not been any recorded discoveries of archaeological material. <br>The tomb has no door and is used by site personnel to rest. Bats occasionally roost on the ceiling and there is modern graffiti on the walls.",Primary,,,,,,,,,access point,Unfinished Tomb,20TH DYNASTY,,,,,,,,,,,,QV 54,Primary,,"QV 54 is located behind the shelter adjacent to QV 55, in the north branch of the main valley.",,/files/uploadedfiles/QV54_TMP_drawing_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.5919440815847 25.72753283726939)),-1188~/-1069~,Built Date,,,,,,
8043b33b-66a5-4804-9dbb-555f8ffa02a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV54_image_1.jpg,,,,,,,,,,,
8043b33b-66a5-4804-9dbb-555f8ffa02a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV54_image_2.jpg,,,,,,,,,,,
8043b33b-66a5-4804-9dbb-555f8ffa02a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,"QV 55 is entered through a small staircase that leads first to entry ramp (A) and then into chamber (C) with a side chamber (E) to the north. Chamber (C) is followed by a corridor chamber (G) with a side chamber (I) to the north. Corridor (G) then leads into rear chamber (K) which contains a granite sarcophagus and a glass case with a mummified fetus. The fetus was not originally from this tomb but was found in the Valley of Prince Ahmose by the Italian mission. <br>The tomb is cut out of the same grayish-colored, chert-rich marl found in this part of the valley. The rock is generally of good quality in this tomb, so it did not require the substantial amount of infill material as seen in many of the other tombs in QV. However, the rock condition is difficult to fully assess because of the extensive modern repairs carried out  throughout the tomb. Some original rock is visible in the ramp side wall, as is some original plaster and packing, and in side chamber (E). <br>Extensive sunken relief painted plaster survives throughout the tomb, though once evidently boldly colored, the general appearance is now abraded and the colors appear somewhat faded. Areas of the tomb decoration are unfinished including side chamber (E) that was plastered but was never painted, as well as rear chamber (K) that has a base plaster layer only. The ceiling may also have not been completed, with only a single wash of black paint applied. <br>E. Schiaparelli discovered the tomb in 1904. Part of the plastered, dry masonry wall which originally sealed the entrance was still preserved but the tomb was found empty, apart from a sarcophagus in chamber (G). E. Thomas notes that the entrance had been re-sealed with plaster after thieves had broken through. G. Lecuyot suggests the tomb location was lost during the Third Intermediate Period. The Italian mission constructed surround walls and a vaulted cover over the entrance and added a metal door. Most recently, the CNRS team carried out investigations in the tomb in 1988. <br>Currently the tomb is open to visitation except for side chambers (E) and (I) that are closed off to visitors. Glass barriers, fluorescent lighting, and wooden flooring are installed. Previously, low wooden barriers were used. There are no barriers around doorway (J) and in burial chamber (K). A fire extinguisher and fan are also in the tomb. The entrance has a metal door with ventilation holes and partially torn chicken wire behind. Wooden steps were initially installed to protect the original ramp but they have since been replaced with masonry steps. <br>There is evidence of past bat activity in this tomb.",Primary,,,,,,,,,access point,Chamber Tomb,REIGN OF RAMESES III,,,,,,,,,,,,QV 55,Primary,,"QV 55 is located at the end of the northwest branch of the main wadi, and is oriented along a southwest-northeast orientation, similar to QV 52 and 53.",,/files/uploadedfiles/QV55_TMP_drawing_2.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59195667247634 25.72764842918231)),-1186~/-1154~,Built Date,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_8.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_1.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_2.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_3.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_4.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_5.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_7.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_TMP_drawing_3.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_TMP_drawing_1.jpg,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Amenherkhepshef,Alternative,,,,,,,,,,,,,,,
890b5800-22ca-417f-b7a9-e3b199bf0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV55_image_6.jpg,,,,,,,,,,,
8b3953b9-0082-42ed-a868-4999d1a579ba,,,,,,,,,,,,,,,"Two breaks in the adjoining wall of QV 36 provide access to QV 37.  The shaft entrance has no surround  and is adjacent to the entrance of QV 36. <br>E. Thomas mentions the proximity of the entrance to that of QV 36, and that the two tombs were discovered together by the Italian mission in 1903.  She notes that only 28cm of rock separate the two entrances and that Ballerini interpreted the larger break in the wall as the work of thieves, having found no original artifacts.  The tomb was last cleared by the Franco-Egyptian team in 1985. <br>There are localized wasp nests on the surface of the rock in the chamber.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,Tomb of Anonymous,Alternative,,"QV 37 lies halfway up the slope on the south side of the wadi, between later chamber tombs QV 36 and QV 38.",,/files/uploadedfiles/QV37_TMP_drawing_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59264281064558 25.72694339120049)),-1550~/-1295~,Built Date,,,,,,
8b3953b9-0082-42ed-a868-4999d1a579ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV37_image_1.jpg,,,,,,,,,,,
8b3953b9-0082-42ed-a868-4999d1a579ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 37,Primary,,,,,,,,,,,,,,,
8ddf516e-3331-4764-9914-c2bb72ffd53b,,,,,,,,,,,,,,,"QV 46 is attributed to Imhotep, the Governor of the City, judge, and vizier during the reign of Thutmosis I. At the start of the assessment, the entrance was surrounded by a low dry-laid boulder wall, but a masonry surround has since been constructed by the SCA. <br>The tomb was discovered by Schiaparelli and, with it, some original artifacts belonging to the vizier Imhotep, namely a canopic jar, a sarcophagus panel, and an oval alabaster plaque. Schiaparelli also noted that tomb robbers probably left the tomb open, allowing it to fill with flood waters carrying debris. The tomb was had filled by the time of E. Thomas and she suggests that his burial in the valley may have been due to his role as tutor to the children of the Pharaoh. The tomb was last cleared by the Franco-Egyptian team in 1984.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),REIGN OF THUTMOSIS I,,,,,,,,,,,,QV 46,Primary,,"QV 46 sits just on the south side of the paved road in the southwest branch of the wadi, adjacent to the retaining wall.",,/files/uploadedfiles/QV46_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.5926398322043 25.72710540052992)),-1504~/-1492~,Built Date,,,,,,
8ddf516e-3331-4764-9914-c2bb72ffd53b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Imhotep,Alternative,,,,,,,,,,,,,,,
8ddf516e-3331-4764-9914-c2bb72ffd53b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV46_image_2.jpg,,,,,,,,,,,
8e8a47f1-ffb7-45ed-867e-a80b729e8c9c,,,,,,,,,,,,,,,QV 8 has one chamber and the shaft has a modern masonry surround coated with cement plaster spanned by a metal grill.  <br>E. Thomas recorded that QV 7-10 are all similar in configuration. The last clearing of the tomb was conducted by the Franco-Egyptian team in 1984-85.,Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,Tomb of Prince Hori and Anonymous Princess and Imenousekhet,Alternative,,"QV 8 lies on the south side of the main wadi, between the paved path and the higher footpath to the south.",,/files/uploadedfiles/QV08_image_2.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59373594305671 25.72769109778033)),-1550~/-1295~,Built Date,,,,,,
8e8a47f1-ffb7-45ed-867e-a80b729e8c9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV08_image_1.jpg,,,,,,,,,,,
8e8a47f1-ffb7-45ed-867e-a80b729e8c9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV08_TMP_drawing_1.jpg,,,,,,,,,,,
8e8a47f1-ffb7-45ed-867e-a80b729e8c9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 08,Primary,,,,,,,,,,,,,,,
8ef5b553-9d8f-458e-9a2e-abdb8b68c278,,,,,,,,,,,,,,,"QV 48 has a shallow shaft that opens out into a single chamber with a dome-shaped roof.  It is cut primarily into an area of marl with intercalated beds of shale. Debris and sediment still partially fill the tomb. The entrance has a masonry surround spanned by a metal grill. <br>E. Thomas records the tomb being almost completely filled and possibly contemporary with QV 30 and QV 47. <br>At least 15 bats were seen in January 2008, retreating into an inaccessible crevice on the side of the domed ceiling. Reptilian egg membranes were attached to one area of the rock.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,Tomb of Anonymous,Alternative,,"QV 48  lies on the south side of the main wadi, between QV 26 and QV 47, a few meters from the retaining wall of the path.",,/files/uploadedfiles/QV48_image_3.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59289307326581 25.72724693945461)),-1550~/-1295~,Built Date,,,,,,
8ef5b553-9d8f-458e-9a2e-abdb8b68c278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV48_image_1.jpg,,,,,,,,,,,
8ef5b553-9d8f-458e-9a2e-abdb8b68c278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV48_image_2.jpg,,,,,,,,,,,
8ef5b553-9d8f-458e-9a2e-abdb8b68c278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV48_TMP_drawing_1.jpg,,,,,,,,,,,
8ef5b553-9d8f-458e-9a2e-abdb8b68c278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 48,Primary,,,,,,,,,,,,,,,
90890a6f-92cd-41cb-94e9-0f8d8cff5113,,,,,,,,,,,,,,,"QV 81 consists of a vertical shaft leading to a poorly formed central chamber, oriented roughly north-south, which is flanked to each side by poorly formed chambers which are roughly oriented east-west. Its three chambers all consist of a marl ceiling slab resting on top of walls composed of weak, fractured shaley marl. All of the wall and floor surfaces are poorly defined. The north side of QV 81's eastern chamber is connected to the rear chamber of QV 3. The shaft entrance has a masonry surround coated with cement plaster spanned by a metal grill. The tomb was cleared by the Franco-Egyptian team in 1985-6.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,QV 81,Primary,,"QV 81 is located on the south side of the paved visitor path, up slope from QV 3 and 5.",,/files/uploadedfiles/QV81_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.5939782018115 25.7276512944869)),-1550~/-1295~,Built Date,,,,,,
90890a6f-92cd-41cb-94e9-0f8d8cff5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Heka...,Alternative,,,,,,,,,,,,,,,
90890a6f-92cd-41cb-94e9-0f8d8cff5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV81_image_2.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,"QV 40 is entered through stepped ramp (A) leading into pillared chamber (C) with a vaulted burial chamber (E) and side chamber (G) to the west. The two pillars were originally constructed of stone masonry after the ceiling was already plastered and painted. Only the easternmost pillar still survives. <br>As with the other tombs on the south side of the valley, the marl stratum into which this tomb is cut is part of a large tilted geologic block. Extensive modern repairs throughout the tomb does not allow for direct observation of the rock. <br>Extensive raised relief painted plaster survives on the walls and ceilings in all chambers of the tomb though there are many areas of loss. The paintings have been extensively treated and all areas of loss filled with modern plaster repairs. The paintings in side chamber (G) are painted on a larger scale and in a cruder style with a more limited palette (red, black, yellow and white) compared with other areas of the tomb and may therefore be unfinished. Small traces of original infill material and upper plaster also survive on the walls of entrance ramp (A). <br>This tomb has been accessible since the time of R. Hay of Linplum (1826), who described the tomb and a single pillar in his notes, the remains of the second pillar presumably buried in debris. E. Schiaparelli cleared the tomb during the Italian mission work at the site (1903-05). E. Thomas notes that the ceiling vault is the first example of this type in QV and the two pillars are the only 19th Dynasty pillars on the south side of the wadi, and that the layout of this tomb is distinct from that of its predecessors. K. R. Lepsius recorded the presence of a hieratic graffito in chamber (C), dated to the Rameses III reign. <br>Currently the tomb is not open to visitation, though it was open from an unknown date until 2000. Cement steps in ramp (A) were built on top of original rock cut steps which are still visible at sides. Lights have been placed (though not installed) in the tomb and six cement blocks for mounting lighting units are scattered throughout the tomb. The entrance (B) wasrebuilt (date unknown) with fired brick and covered in a cementitious plaster with a wooden door with metal grills and mesh installed in a wooden frame. The mesh is now torn. <br>Although no bats were seen during the assessment, there is evidence of considerable past bat activity.",Primary,,,,,,,,,access point,Chamber Tomb,REIGN OF SETI I,,,,,,,,,,,,QV 40,Primary,,"QV 40 is located halfway up the southwest branch of the wadi, adjacent to the main pathway and retaining wall.",,/files/uploadedfiles/QV40_image_7.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59248111556693 25.72687865551348)),-1294~/-1279~,Built Date,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_8.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_TMP_drawing_2.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_4.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_TMP_drawing_1.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_3.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_5.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_6.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_1.jpg,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
940509a5-1679-42f9-94a9-3034776a8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV40_image_2.jpg,,,,,,,,,,,
9a10bcfa-8313-4e35-9c2b-5bd9aefbc9ec,,,,,,,,,,,,,,,"Like most of its neighbors, QV 67 is a roughly-hewn shaft tomb with a single chamber. The tomb is cut primarily into marl containing chert inclusions, which indicate the upturned orientation of the bedding planes. The shaft opening has a built surround with cement plaster and a metal grill with no mesh. <br>E. Thomas mentions that this tomb was filled, but still visible, at the time of her visit in the early 1960s. The Franco-Egyptian team cleared out the tomb in 1987-88. The associated mission reports confuse QV 67 with QV 69, which can easily be distinguished because it is described as having five chambers instead of only one. <br>Evidence of biological activity includes insect nests, large spiders and webs, and possible bat activity.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,QV 67,Primary,,"QV 67 lies on the north side of the wadi, adjacent to the entrances of QV 69 and Unknown 1.",,/files/uploadedfiles/QV67_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59288130190547 25.72782376947024)),-1550~/-1295~,Built Date,,,,,,
9a10bcfa-8313-4e35-9c2b-5bd9aefbc9ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
9a10bcfa-8313-4e35-9c2b-5bd9aefbc9ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV67_image_2.jpg,,,,,,,,,,,
a58ff94e-a6aa-4861-96c9-756372a765e1,,,,,,,,,,,,,,,"QV 83 is a small tomb that seems to be incomplete. The shaft leads to a confined, roughly hewn chamber unlike others in the valley. The shaft entrance has a built surround coated in cement plaster, and covered by a metal grill.",Primary,,,,,,,,,access point,Unfinished Tomb,18TH DYNASTY,,,,,,,,,,,,Tomb of Anonymous,Alternative,,"QV 83 lies on the north side of the wadi, adjacent to the paved path and just east of the bridge that leads to QV 66.",,/files/uploadedfiles/QV83_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59348994270785 25.72781833509743)),-1550~/-1295~,Built Date,,,,,,
a58ff94e-a6aa-4861-96c9-756372a765e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 83,Primary,,,,,,,,,,,,,,,
a58ff94e-a6aa-4861-96c9-756372a765e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV83_TMP_drawing_1.jpg,,,,,,,,,,,
a790a90f-2358-4a1a-a4f0-2cdab8d17bc6,,,,,,,,,,,,,,,"QV 92 and 93  were discovered by the Italian mission and the Franco-Egyptian team speculated that they were carved during the beginning of the New Kingdom, possibly during the 18th Dynasty.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,QV 93,Primary,,"QV 92 and 93 are single-chamber shaft tombs located towards the head of the Valley of the Rope, to the north beyond the hill behind Deir er Rumi.",,/files/uploadedfiles/QV93_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59457339904731 25.73121476239599)),-1550~/-1295~,Built Date,,,,,,
a790a90f-2358-4a1a-a4f0-2cdab8d17bc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
a797841d-8bbc-442b-a2d9-64ed726f884b,,,,,,,,,,,,,,,"QV 77 is a single-chambered shaft tomb. It is cut into good quality marl containing chert inclusions and the shaft entrance has a modern masonry surround plastered with cement and supporting a metal grill. <br>Thomas mentions that little could be learned about this tomb during her early 1960s investigations. It was cleared by the Franco-Egyptian team in 1986. Based on the archaeological material recovered at that time, it appears that, like QV 76, the tomb was first carved out of the rock during the 18th Dynasty, and was then reused during the 21st/22nd Dynasty as well as during the Roman period. <br>One bat was observed in the chamber in October 2007.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),21ST DYNASTY,,,,,,,,,,,,QV 77,Primary,,"QV 77 is located on the north side of the paved visitor path in the main wadi, and near the WC trailer.",,/files/uploadedfiles/QV77_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.5937476869921 25.72789735389744)),-1550~/-1295~,Built Date,,,,,,
a797841d-8bbc-442b-a2d9-64ed726f884b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV77_image_2.jpg,,,,,,,,,,,
a797841d-8bbc-442b-a2d9-64ed726f884b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
a797841d-8bbc-442b-a2d9-64ed726f884b,,,,,,,,,,,,,,,,,,,,,,,,,,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a797841d-8bbc-442b-a2d9-64ed726f884b,,,,,,,,,,,,,,,,,,,,,,,,,,Shaft Graves (Tomb),22ND DYNASTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a797841d-8bbc-442b-a2d9-64ed726f884b,,,,,,,,,,,,,,,,,,,,,,,,,,Shaft Graves (Tomb),GRAECO-ROMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8225c98-1574-4a86-b032-c2e5736e079c,,,,,,,,,,,,,,,"QV 61 is a single-chambered shaft tomb. The entrance is adjacent to the entrance ramp of QV 60. The pit entrance has a modern built surround with cement plaster and a metal grill with no mesh. <br>E. Thomas records that at the time of her visit, the tomb was in pristine condition, 'well cut in excellent rock with walls and ceiling as fresh as if just completed.' The Franco-Egyptian team cleared the tomb rapidly in 1971. <br>Evidence of biological activity includes staining (possibly due to bats) and insect nests.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,Tomb of Anonymous,Alternative,,QV 61 is on the north side of the wadi.,,/files/uploadedfiles/QV61_TMP_drawing_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59264333929659 25.72761769398189)),-1550~/-1295~,Built Date,,,,,,
a8225c98-1574-4a86-b032-c2e5736e079c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 61,Primary,,,,,,,,,,,,,,,
a8225c98-1574-4a86-b032-c2e5736e079c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV61_image_3.jpg,,,,,,,,,,,
a8225c98-1574-4a86-b032-c2e5736e079c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV61_image_2.jpg,,,,,,,,,,,
a8225c98-1574-4a86-b032-c2e5736e079c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV61_image_1.jpg,,,,,,,,,,,
a845322f-09e2-4809-8310-e100275df1b1,,,,,,,,,,,,,,,QV 82 is a single chamber tomb and is cut entirely into good quality marl.  The shaft entrance has a masonry surround coated with cement plaster and a metal grill over the entrance. <br>The tomb was cleared by the Franco-Egyptian team in 1986.,Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,Tomb of Minemhat and Amenhotep,Alternative,,"QV 82 is located on the north side of the wadi, adjacent to the bridge and path to QV 66. It is located between the entrances to chamber tombs QV 74 and QV 75.",,/files/uploadedfiles/QV82_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.5933911234983 25.72787853484725)),-1550~/-1295~,Built Date,,,,,,
a845322f-09e2-4809-8310-e100275df1b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV82_image_2.jpg,,,,,,,,,,,
a845322f-09e2-4809-8310-e100275df1b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 82,Primary,,,,,,,,,,,,,,,
a845322f-09e2-4809-8310-e100275df1b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV82_image_3.jpg,,,,,,,,,,,
